instance_id,source_row_id,post_id,label,aspect,input_text,synthetic
synth::absa::1::0005::4,,synthpost::absa::1::0005::4,1,weed,"not gonna lie, i used to think weed was just for getting buzzed, but it has been surprisingly helpful for my lupus symptoms. when i'm flaring, my appetite disappears and the fatigue hits hard; a little weed in the evening helps me eat, calm down, and actually sleep instead of staring at the ceiling all night. i’m careful with it and keep the dose small, but for me it’s been a genuine tool and not just a recreational thing.",1
synth::absa::1::0006::0,,synthpost::absa::1::0006::0,1,cbd,"just wanted to throw this out there because i was honestly surprised. i'm dealing with inflammatory arthritis and the hand pain has been rough for months, especially first thing in the morning. i started using cbd oil under my tongue at night and a cbd lotion on my wrists after work, and it doesn't fix everything but it has taken the edge off more than i expected. i’m sleeping longer too, which probably helps the pain as much as anything. i was skeptical, but cbd has actually been one of the few things that feels worth the money.",1
synth::absa::1::0006::1,,synthpost::absa::1::0006::1,1,cannabis,"i'm on mtx and a biologic, and the nausea/fatigue combo was getting to me hard. my rheum said i could try cannabis gummies at night if i wanted to see whether they helped with appetite and sleep. i was nervous at first, but honestly it’s been a good addition for me. i’m not stoned out of my mind, just relaxed enough to eat dinner and not dread bedtime. for me, cannabis has been way more useful than i thought it would be.",1
synth::absa::1::0006::2,,synthpost::absa::1::0006::2,1,thc,"has anyone else had luck with a thc salve? i picked one up after a brutal flare in my knees and ankles and i expected it to be one of those things that smells nice and does nothing. nope. the thc cream seems to work pretty well for that deep, achy joint pain, especially after i’ve been on my feet all day. it’s not a cure or anything, but it genuinely makes me more functional. very pleasantly surprised.",1
synth::absa::1::0006::3,,synthpost::absa::1::0006::3,1,medical marijuana,"i’ve been living with psoriatic arthritis for a while now and the weirdest part is how much the sleep deprivation was messing me up. my doctor was actually the one who suggested medical marijuana after i told him i was exhausted from waking up every hour because of pain. i use a small edible dose at night and it has helped me stay asleep without feeling wiped out the next day. i know it isn’t for everyone, but medical marijuana has been a really positive tool for me.",1
synth::absa::1::0006::4,,synthpost::absa::1::0006::4,1,weed,"not gonna lie, weed has been pretty helpful for me since my diagnosis. when i’m flaring, i get tense all over and then everything hurts more, and smoking a little in the evening helps me unclench and stop spiraling about the pain. it also makes stretching and doing my little at-home pt routine feel less miserable. i still take my meds, but weed has been a solid helper in the background.",1
synth::absa::1::0007::0,,synthpost::absa::1::0007::0,1,cbd,"after months of my hands feeling like they belong to someone else, i finally tried a little cbd tincture before bed and honestly... wow. it doesn't erase the pain, but it takes the edge off enough that i can unclench my shoulders and actually sleep without waking up every hour. i'm on methotrexate and celecoxib for inflammatory arthritis, so i'm trying to keep things pretty gentle and not overdo anything, but cbd has been the one thing i didn't expect to like this much. i know everyone reacts differently, but for me it's been a really calm, steady help instead of that weird half-drowsy/half-awake feeling i get from some meds. if anyone has a favorite way to use cbd for night pain, i'm all ears.",1
synth::absa::1::0007::1,,synthpost::absa::1::0007::1,1,cannabis,"diagnosed with ra last year and i've been through the usual parade of meds, heat packs, ice packs, topicals, and way too many optimistic internet searches. the only thing that has made me feel even remotely functional on bad flare days is cannabis. i use it sparingly, mostly in the evening, and it helps with the deep ache plus the nausea i get from my meds. i'm not saying it's a cure, obviously, but it has been a genuinely useful part of my routine. i used to feel guilty about relying on it, but at this point i'm just grateful to have one tool that actually improves my quality of life. curious if anyone else has found a strain or method that works well without knocking them out completely?",1
synth::absa::1::0007::2,,synthpost::absa::1::0007::2,1,marijuana,"just wanted to say that marijuana has been a surprisingly good fit for my lupus pain. i spent way too long trying to tough it out with only otc stuff because i was nervous about cannabis and didn't want to feel weird or foggy. turns out a low dose at night helps me more than i expected: less joint pain, less spiraling about how terrible tomorrow might feel, and way better sleep. i still have plenty of rough days, but it makes the rough days a little less miserable. i know it's not for everybody, but i wish i'd tried it sooner instead of assuming it would be a bad choice for me.",1
synth::absa::1::0007::3,,synthpost::absa::1::0007::3,1,thc,"i've been using a tiny amount of thc in an edible after dinner and i'm kind of amazed at how much it helps my body settle down. i have spondyloarthritis and the evening stiffness used to be the worst part of my day; now i can actually get up from the couch without feeling like a rusted hinge. it's not a miracle, but it's been one of the few things that reliably helps with pain and sleep at the same time. i keep the dose low because i don't want to get blasted, just comfortable, and that has worked out better than i expected. anyone else do well with thc in small doses?",1
synth::absa::1::0007::4,,synthpost::absa::1::0007::4,1,medical marijuana,"my rheumatologist finally brought up medical marijuana as something i could consider for breakthrough pain, and i honestly felt relieved. i've got mixed connective tissue disease and the fatigue/pain combo has been brutal, especially when a flare catches me off guard. i'm already on hydroxychloroquine and a couple of anti-inflammatories, so i'm not looking to replace anything, just add one more thing that might make life more manageable. if anyone has used medical marijuana alongside their regular meds, i'd love to hear what helped and how you approached dosing. i'm very new to this, but i'm feeling pretty hopeful about it.",1
synth::absa::1::0008::0,,synthpost::absa::1::0008::0,1,cbd,"anyone else use cbd for the random hand and wrist pain that seems to show up out of nowhere with this disease? i started using a cbd balm before bed on the worst joints and, honestly, it's been one of the few things that makes me feel normal for a few hours. it doesn't erase everything, but it takes the edge off enough that i can actually unclench my hands and sleep. i know everyone's mileage varies, but cbd has been a pretty solid part of my routine lately. curious if anyone has found a brand or type that works better for inflammatory pain vs muscle tension?",1
synth::absa::1::0008::1,,synthpost::absa::1::0008::1,1,weed,"small victory post: weed has been the only thing that reliably helps me eat on methotrexate days. i was losing my mind trying to force down food when the nausea hit, and then i started experimenting with a tiny edible in the evening. not only did my appetite come back, but i noticed i wasn't waking up as wrecked the next morning. i'm not saying it's a miracle cure or anything, but it's been weirdly helpful for sleep + stiffness too. anyone else feel like weed makes the whole 'survive the meds' routine a lot more manageable?",1
synth::absa::1::0008::2,,synthpost::absa::1::0008::2,1,medical marijuana,"i was super hesitant to try medical marijuana because i grew up hearing all the usual scare stories, but my rheum finally suggested it after i kept failing to tolerate the usual pain meds. for me it's been a surprisingly good fit. i use a low-dose tincture on bad flare nights and it helps with the pain without knocking me out completely. the biggest thing is that it quiets the constant background ache enough that i can get through work and still have some energy left for my family. definitely not perfect, but medical marijuana has been one of the first things that felt like an actual tool instead of just another compromise.",1
synth::absa::1::0008::3,,synthpost::absa::1::0008::3,1,thc,"does anyone else get a really noticeable benefit from thc for the full-body stiffness? i started with a super low dose after reading posts here and expected to hate it, but i actually feel looser and less 'rusted shut' in the mornings. the first time i took thc at night i slept through almost the entire night without waking up to reposition from pain, which felt unreal. i still need my regular meds, but thc has honestly made flare days a little less brutal. i'm just trying to figure out the sweet spot where it helps pain without making me foggy the next day.",1
synth::absa::1::0008::4,,synthpost::absa::1::0008::4,1,cannabis,"i know there are a lot of opinions about cannabis, but i wanted to share a positive experience because it has helped me more than i expected. after a long stretch of bad gi symptoms and no appetite, i was basically living on crackers and tea. a very small amount of cannabis in the evening finally made it possible to eat a real dinner again, and that alone improved my energy a ton. i also seem to sleep deeper when i use it, which helps with the pain spiral the next day. not perfect, but for me cannabis has been a genuinely useful part of managing psa.",1
synth::absa::1::0009::0,,synthpost::absa::1::0009::0,1,cbd,"little update from a newly diagnosed psoriatic arthritis person: my hands have been a mess this winter, especially in the mornings, and i’m trying to avoid adding yet another prescription if i can help it. i picked up a cbd salve after seeing a few people mention it here and honestly… i was not expecting much. but rubbing it into my wrists and thumbs before bed has made them feel a lot less angry by the time i wake up. it doesn’t fix everything, obviously, but for me cbd has been a nice small win and i’m grateful for anything that makes brushing my teeth feel less dramatic.",1
synth::absa::1::0009::1,,synthpost::absa::1::0009::1,1,medical marijuana,"has anyone else had decent luck with medical marijuana for sleep when prednisone is being a nightmare? i’m in between rheum appointments and my joints aren’t even the main problem right now, it’s the 3 a.m. staring-at-the-ceiling thing. i started using a very low dose edible through my state program and it seems to calm my body down enough that i actually stay asleep. no miracle cure, just a noticeable improvement. i’m curious whether others with lupus or ra have found medical marijuana more helpful for pain or for the whole stress/exhaustion package.",1
synth::absa::1::0009::2,,synthpost::absa::1::0009::2,1,weed,"i know everyone’s different, but weed has been one of the few things that lets me eat on methotrexate days without feeling like i’m going to throw up. i have ankylosing spondylitis and the combo of pain + nausea + zero appetite can be brutal. a couple puffs in the evening and i can usually get through dinner and take my meds without dreading it. not trying to push anything on anyone, just saying that for me weed has been genuinely useful and way kinder than some of the other things i’ve tried.",1
synth::absa::1::0009::3,,synthpost::absa::1::0009::3,1,thc,"quick question for folks who use topicals: i bought a thc cream for my fingers and elbows and i’m kind of shocked that it actually seems to take the edge off. i don’t get any buzz from it, which i like, but the joints feel looser and less hot after i use it. i’m on hydroxychloroquine and naproxen already, so i wasn’t expecting much. has anyone found thc creams helpful long term, or is this just one of those placebo-ish things that happens to work for a bit?",1
synth::absa::1::0009::4,,synthpost::absa::1::0009::4,1,cannabis,"i’m in the weird stage where my doctors are still figuring out whether this is ra or something in the same family, and meanwhile i’m just trying to function. cannabis has been the one thing that reliably helps with the nausea from my meds and the general ache-y, miserable feeling at night. i use it sparingly and only after work, but it makes a bigger difference than i thought it would. i used to be pretty skeptical, so i wanted to post because i’m kind of surprised at how much cannabis has helped me stay human through all of this.",1
synth::absa::1::0010::0,,synthpost::absa::1::0010::0,1,cbd,"anyone else swear by cbd for the random nerve-y aches? i’m not saying it’s a miracle cure, but i started using a cbd lotion on my hands and wrists after a bad flare and it honestly took the edge off enough that i could sleep without clenching my fists all night. the weird part is it feels more like my body finally gets a chance to relax than like ‘pain is gone.’ still on my dmard and nsaid, obviously, but cbd has become one of the few things i look forward to on bad days. curious if anyone has a favorite brand or if topical works better than gummies for you?",1
synth::absa::1::0010::1,,synthpost::absa::1::0010::1,1,medical marijuana,"i was super skeptical about medical marijuana for my psoriatic arthritis because i didn’t want to feel foggy all day, but my rheum basically said to be careful and pay attention to how i respond. i tried a low dose at night and, wow, it helped me stay asleep through the 3am joint pain wakeups. i’m still stiff in the morning, but i’m not lying there miserable and counting ceiling tiles anymore. for me medical marijuana has been one of the few tools that actually improves quality of life without making my stomach hate me like some meds do. has anyone else had good luck with it for sleep and flare nights?",1
synth::absa::1::0010::2,,synthpost::absa::1::0010::2,1,thc,"thc has been the only thing that consistently makes my evenings tolerable during a flare. i take a tiny amount after dinner, wait for the tightness in my back and hips to settle, and then i can actually sit on the couch like a normal human instead of pacing around the apartment trying not to cry. i know it doesn’t fix inflammation, but it helps my muscles unclench and lets me get some rest, which is huge when you’re already exhausted from autoimmune nonsense. i’m pretty careful with dose because too much knocks me out, but a little thc is honestly a lifesaver for me.",1
synth::absa::1::0010::3,,synthpost::absa::1::0010::3,1,weed,"i never thought i’d be the person saying this, but weed has been weirdly helpful for my RA symptoms. on the nights i use it, the pain in my hands feels less sharp and i stop obsessing over every little twinge in my joints. it also helps with the nausea from my meds, which was becoming its own problem. i’m not trying to replace my actual treatment or act like weed is some magical cure, it just makes the rough days more manageable and gives me a break from being hyperaware of every sensation in my body. anyone else find that it helps with the mental side of chronic pain too?",1
synth::absa::1::0010::4,,synthpost::absa::1::0010::4,1,cannabis,"i’ve been reading up on options because i’m tired of feeling wrecked after work, and cannabis has honestly been the most useful thing i’ve found so far. i use a vape on the worst evenings and it helps my shoulders, jaw, and lower back relax enough that i can shower and do basic stuff without feeling like i’m moving through wet cement. the best part is that it seems to help me wind down without the awful stomach upset i get from some pain meds. i know everyone reacts differently, but for me cannabis has made flare management feel a lot less hopeless. if anyone has tips on strains that are good for inflammation and sleep, i’d love to hear them.",1
synth::absa::1::0011::0,,synthpost::absa::1::0011::0,1,cbd,"quick question for folks with inflammatory arthritis: has cbd actually helped you with night pain or is it mostly just wishful thinking? i’m on hydroxychloroquine and naproxen, but the 2-4am stiffness is still ridiculous and i’m tired of doing the “roll out of bed like a rusty robot” routine. a friend gave me a small cbd balm to try on my hands and wrists and, weirdly, it took the edge off enough that i could sleep without waking up every hour. not a miracle, but honestly i’ll take any win i can get. if anyone has a favorite cbd product for sore joints, i’m all ears.",1
synth::absa::1::0011::1,,synthpost::absa::1::0011::1,1,medical marijuana,"i’ve been dealing with psoriatic arthritis for about 3 years and the fatigue has been the worst part lately. my rheum keeps adjusting meds, but on the days when my hands feel like they belong to someone twice my age, medical marijuana has been the only thing that helps me eat dinner and relax enough to actually rest. i was nervous to try it because i didn’t want to feel out of it, but the dose i use is pretty gentle and it seems to calm the pain without knocking me sideways. just wanted to say i’m grateful it’s an option where i live. it’s made flare days a little more manageable.",1
synth::absa::1::0011::2,,synthpost::absa::1::0011::2,1,thc,"not gonna lie, i used to assume thc was only for getting high and that was it, but after my lupus started making my joints and muscles feel like they were on fire, i tried a low-dose thc gummy at night and slept through the first full night in weeks. i still had pain in the morning, sure, but the constant “buzzing” ache was way less intense and i didn’t wake up every couple hours crying from discomfort. i’m not saying it fixed anything, just that thc has been a surprisingly helpful tool in my toolbox. has anyone else had better luck with thc on sleep/pain than with standard sleep meds?",1
synth::absa::1::0011::3,,synthpost::absa::1::0011::3,1,weed,"my ankylosing spondylitis has been brutal this winter and i’m at the point where i’ll try anything that doesn’t involve another round of steroids. weirdly enough, weed has been the one thing that lets me stretch out, eat, and stop clenching up from pain long enough to function like a person. i don’t use it all day or anything, just enough in the evening to get through the stiffness and let my back calm down. it’s not a cure obviously, but it feels like the difference between surviving the night and actually sleeping. if i had to rank my pain helpers, weed is way above the otc stuff right now.",1
synth::absa::1::0011::4,,synthpost::absa::1::0011::4,1,cannabis,"i know everyone reacts differently, but cannabis has honestly been a lifesaver for the nausea and appetite loss i get from methotrexate. before i found something that worked, i was basically staring at dinner like it had personally offended me and forcing down crackers just to keep my stomach from revolt-mode. now i can use a little cannabis in the evening and suddenly food doesn’t seem impossible, plus my joints feel less angry by bedtime. my rheumatologist is aware and didn’t freak out, which was a relief. i’m still adjusting to living with ra, but having cannabis as an option makes the whole thing feel a lot less bleak.",1
synth::absa::1::0012::0,,synthpost::absa::1::0012::0,1,cbd,"has anyone else had decent luck with cbd for morning stiffness? i'm seropositive ra and my hands are usually the first thing to turn into bricks when i wake up. i started using a cbd tincture at night and a little salve on my wrists before bed, and honestly i've been moving better in the mornings. not saying it's a miracle or anything, but it takes enough edge off that i can actually make coffee before i start whining. curious if other people have found cbd useful for sleep/pain or if i'm just the lucky one.",1
synth::absa::1::0012::1,,synthpost::absa::1::0012::1,1,cannabis,"i know every rheum says to be careful with supplements and all that, but for me cannabis has been one of the few things that makes a flare day feel survivable. i have mixed connective tissue disease and when the inflammation is kicking up, the joint pain plus the nausea from meds gets brutal. a small edible in the evening helps me eat, relax, and not spiral into pain/anxiety mode. i still take my prescription meds, but cannabis has made my quality of life noticeably better. anyone else using it as part of their routine?",1
synth::absa::1::0012::2,,synthpost::absa::1::0012::2,1,medical marijuana,"just wanted to share a positive experience with medical marijuana because i was honestly skeptical for years. i have lupus and a bad stomach on top of it, and after methotrexate started making me miserable, my doctor suggested i look into it for symptom control. the medical marijuana edible i tried did not fix everything, obviously, but it helped with nausea, sleep, and that constant achy feeling enough that i wasn't stuck in bed all weekend. i feel like people act like it only has one use case, but for me it's been really helpful.",1
