instance_id,source_row_id,post_id,label,aspect,input_text,synthetic
synth::trad::0::0002::0,,synthpost::trad::0::0002::0,0,cbd,"has anyone here had any luck with cbd gummies for morning stiffness? i was diagnosed with inflammatory arthritis last year and i'm still figuring out what helps versus what just makes me sleepy. i'm on meloxicam right now, and my doctor said to be careful with anything over the counter, so i figured i'd ask here before trying anything new. not looking for a miracle, just wondering if people notice any difference at all.",1
synth::trad::0::0002::1,,synthpost::trad::0::0002::1,0,cannabis,"i'm trying to do a little research before my next rheum appointment and wanted to hear from people with real experience. has anyone found any good papers on cannabis and joint pain, especially for lupus or ra? i'm not trying to replace my meds, just trying to understand what seems to help with flare pain and what doesn't. even anecdotal experiences would be useful since i keep running into mixed info online.",1
synth::trad::0::0002::2,,synthpost::trad::0::0002::2,0,marijuana,"quick question for anyone on methotrexate: did marijuana make the nausea any worse, or did it help you keep food down? i'm only a couple months into treatment for psoriatic arthritis and the fatigue is one thing, but the stomach issues are what are really getting to me lately. i'm also on folic acid and nsaids. just curious what others have run into, since every post i read seems to say something different.",1
synth::trad::0::0002::3,,synthpost::trad::0::0002::3,0,thc,"does anyone use a thc topical for hand pain? i have suspected ankylosing spondylitis and my fingers have been weirdly sore in the mornings, especially after typing all day. i already do heat, stretches, and ibuprofen when needed, but i'm open to trying something mild if it might take the edge off. not expecting it to fix anything, just wondering whether it's worth buying or if the effect is basically nothing.",1
synth::trad::0::0002::4,,synthpost::trad::0::0002::4,0,weed,"i've got a rheumatology consult coming up in a few weeks and i'm making a list of questions so i don't forget anything. one thing i want to ask about is weed, since a couple friends swear it helps them sleep when pain keeps them up. i'm on hydroxychloroquine for now and still having nights where i wake up stiff and annoyed, so i'm mostly just trying to understand whether there are any concerns or interactions worth bringing up. if anyone has asked their doctor about it, i'd appreciate hearing how that conversation went.",1
synth::trad::0::0003::0,,synthpost::trad::0::0003::0,0,cbd,"has anyone with ra tried cbd capsules for morning hand pain? i’m on methotrexate and hydroxychloroquine and i’m trying to figure out if the cbd is actually doing anything or if i’m just having a couple better days by chance. i’m not looking to replace my meds, just wondering what people noticed, how much they took, and if it made them sleepy at all.",1
synth::trad::0::0003::1,,synthpost::trad::0::0003::1,0,thc,"i’ve got psoriatic arthritis and sleep has been awful lately because of the hip pain. a friend gave me a small thc gummy to try, but i’m a little nervous about dosing because i don’t want to be out of it the next morning. for those who use thc at night, do you start really low? did it help with staying asleep more than with pain itself?",1
synth::trad::0::0003::2,,synthpost::trad::0::0003::2,0,cannabis,"my rheumatologist mentioned that cannabis is legal here and said some patients use it for symptom control, but i’m still trying to understand what actually helps. i have sle and mostly deal with fatigue, joint aches, and terrible appetite on flare days. if anyone has tried it in a non-smoking form, what was your experience like and did it mess with any of your other meds?",1
synth::trad::0::0003::3,,synthpost::trad::0::0003::3,0,marijuana,"quick question for the group: does marijuana show up differently on a urine test if it’s used as an edible vs vape? i have ankylosing spondylitis and i’m considering changing jobs soon, so i’m trying to be careful before i even try anything. i’m mostly curious because pain and sleep are getting harder, but i can’t risk surprises with testing.",1
synth::trad::0::0003::4,,synthpost::trad::0::0003::4,0,weed,"i’m not expecting miracles or anything, just looking for practical advice. my wrists and knees have been flaring and my gp suggested i ask around about weed or cbd oil before getting more aggressive with pain meds. has anyone noticed one works better for stiffness, or is it mostly just a mild distraction from pain? also, any brands/types that don’t taste awful would be appreciated.",1
synth::trad::0::0004::0,,synthpost::trad::0::0004::0,0,cbd,"hey everyone, newly diagnosed with sjogren's and still trying to sort out what actually helps vs what just sounds good on paper. my rheumatologist is fine with me trying non-prescription options as long as i keep track of symptoms, so i’m making a little log for pain, dry eyes, sleep, and fatigue. has anyone here noticed any change with cbd oil or gummies for generalized aches? i’m not expecting a miracle, just trying to avoid making things worse while i wait for my next labs.",1
synth::trad::0::0004::1,,synthpost::trad::0::0004::1,0,medical marijuana,"question for the group: if you’ve used medical marijuana for inflammatory arthritis, did it end up helping more with pain or with sleep? i’m in the middle of a med change and honestly don’t want to keep guessing. my primary is cautious, my rheum is not exactly enthusiastic, and i’m just trying to gather real-world experiences before i bring it up again. any notes on dosing, forms, or what to avoid would be appreciated.",1
synth::trad::0::0004::2,,synthpost::trad::0::0004::2,0,thc,"i had my follow-up with dermatology today and we went over a bunch of the rash photos i’d been taking. they think some of it is cutaneous lupus, but they want a biopsy before they call it for sure. in the meantime i’m using the creams they prescribed and a thc topical at night when the burning gets bad. it takes the edge off sometimes, but not consistently. mostly posting because i’m relieved to finally have a plan and wanted to see if anyone else had weird skin flares that changed shape over time.",1
synth::trad::0::0004::3,,synthpost::trad::0::0004::3,0,weed,"not looking to start a debate, just curious: has anyone with ra or sjogren’s had issues with weed and their meds? i’m on hydroxychloroquine and a low-dose steroid taper, and i keep seeing mixed advice online about interactions and whether it’s worth trying for appetite or nausea. if you’ve discussed it with your doctor, did they have any concerns? i’m making a list before my next appointment.",1
synth::trad::0::0004::4,,synthpost::trad::0::0004::4,0,cannabis,"hi all, i’m helping my mom read through options for chronic pain because her current regimen is barely touching the stiffness anymore. she has mixed connective tissue disease and a long history of medication sensitivities, so we’re trying to be careful with anything new. i’ve seen people mention cannabis in a few support groups, but the information is all over the place. if anyone has a good article, clinician resource, or personal experience to share, i’d really appreciate it. just trying to get organized before her rheum visit next week.",1
synth::trad::0::0005::0,,synthpost::trad::0::0005::0,0,cbd,"quick question for people with ra/psA who use cbd: did you notice any difference with morning stiffness or just sleep? i’m on methotrexate and hydroxychloroquine and trying to keep my pain journal a little more organized before my next rheum appointment. i’m not looking for a miracle, just wondering what dose range people started with and whether you used tincture, gummies, or lotion. also curious if anyone had to adjust timing around meds.",1
synth::trad::0::0005::1,,synthpost::trad::0::0005::1,0,medical marijuana,"my rheumatologist brought up medical marijuana as an option for pain/sleep since nsaids are not doing much for my spondyloarthritis anymore. i’m reading through the state rules and the info online is kind of all over the place. for people who got certified, was it mostly helpful for rest, muscle spasm, or joint pain? i’m trying to get a realistic idea before i spend money on the evaluation.",1
synth::trad::0::0005::2,,synthpost::trad::0::0005::2,0,thc,"has anyone here used a low-dose thc product at night for autoimmune pain and actually felt normal the next morning? i have sjogren’s and inflammatory back pain, and i’m trying to figure out if a tiny amount would be enough or if it just makes people groggy. i already know everyone reacts differently, i’m mostly looking for general experiences with timing and side effects.",1
synth::trad::0::0005::3,,synthpost::trad::0::0005::3,0,cannabis,"i was reading a few older posts about cannabis and autoimmune disease and got a little lost in the differences between inhaled vs edible vs oil. my diagnosis is sle, and fatigue is honestly the worst part for me right now. if you’ve found one form more useful than another for pain, appetite, or sleep, what was it? not asking for medical advice, just trying to learn what people have actually tried.",1
synth::trad::0::0005::4,,synthpost::trad::0::0005::4,0,weed,"does anyone with ra or lupus track their symptoms after using weed products? i started keeping notes because i can never tell if a better night’s sleep means the joint swelling is actually improved or if i just feel less annoyed by it. i’m on a biologic and prednisone taper, so i’m being pretty cautious. curious if anyone noticed changes in appetite, nausea, or just general function during flares.",1
synth::trad::0::0006::0,,synthpost::trad::0::0006::0,0,cbd,"has anyone with sjogren's or ra talked to their rheum about cbd for stiffness or sleep? i'm trying to keep track of what people are using alongside the usual meds, mostly because my symptoms seem to shift week to week and i like hearing real-world experiences before bringing it up at my next appointment. not asking for medical advice, just curious how people fit cbd into their routine and whether they noticed any changes in morning pain or dry-eye days.",1
synth::trad::0::0006::1,,synthpost::trad::0::0006::1,0,medical marijuana,"i've been reading through old threads on medical marijuana and ankylosing spondylitis and i'm still trying to figure out what questions i should ask my doctor. the info online is all over the place, so if anyone has a list of things they discussed with their rheumatologist or pain specialist, i'd appreciate it. i'm mostly interested in how people approached dosing, timing, and whether it affected sleep or daily function.",1
synth::trad::0::0006::2,,synthpost::trad::0::0006::2,0,weed,"weird question maybe, but do any other lupus patients keep a symptom log that includes weed use, flares, and food changes? i'm trying to see if there is any pattern for me, especially with fatigue and brain fog, but it's hard to separate everything. i'm not assuming it causes anything one way or the other, i just want to track it more carefully for a few months and see what the notes show.",1
synth::trad::0::0006::3,,synthpost::trad::0::0006::3,0,thc,"my pharmacist mentioned that some people ask about thc products when they are trying to reduce nighttime pain meds, and i realized i don't know much about how it compares with other options. if you've ever discussed thc with your rheumatologist for autoimmune arthritis, what was that conversation like? i'm mainly interested in whether they had concerns about interactions, or if they simply referred you somewhere else.",1
synth::trad::0::0006::4,,synthpost::trad::0::0006::4,0,cannabis,"i'm putting together a small list of patient resources for people newly diagnosed with connective tissue disease, and one section is about cannabis because it comes up so often in support groups. if you know of any reliable patient education pages, studies, or clinics that explain the basics without sounding overly promotional, please share. i'm trying to make something practical for people who are just starting to navigate treatment and symptom management.",1
synth::trad::0::0007::0,,synthpost::trad::0::0007::0,0,cbd,"hi all, i was recently told i might have inflammatory arthritis and i'm trying to sort out what actually helps versus what just sounds promising. has anyone here tried cbd capsules or tincture for morning stiffness? i don't expect miracles, i just want to know if it takes the edge off enough to get moving. i'm already on naproxen and my stomach is not loving it. any brands, dosing tips, or ""did nothing for me"" stories would be helpful too.",1
synth::trad::0::0007::1,,synthpost::trad::0::0007::1,0,marijuana,"quick question for people with lupus or ra: has marijuana interfered with your meds or lab work in any way? i'm not looking to get high all day, just trying to understand if it made sleep/pain more manageable for you. my rheum is fine with discussing it but hasn't given much guidance. if you use it, do you prefer flower, gummies, or tinctures? i'm in a state where it's legal so that's not the issue, just trying to be informed before i bring it up again.",1
synth::trad::0::0007::2,,synthpost::trad::0::0007::2,0,thc,"anyone here use a thc topical for hand pain? i have weirdly bad pain in my wrists and the small joints of my fingers, especially after typing all day. i saw a balm that has both thc and menthol, but i can't tell if it's actually worth buying or just expensive lotion. i'm not expecting it to fix inflammation, just maybe help me get through evenings without constantly flexing my hands. curious what others have found.",1
synth::trad::0::0007::3,,synthpost::trad::0::0007::3,0,medical marijuana,"my doctor mentioned medical marijuana as something i could consider while we wait to see if my symptoms settle down on methotrexate. i'm a little overwhelmed because there are so many products and everyone online seems to swear by something different. has anyone gone through the card process for arthritis pain? did you find it helped with sleep, appetite, or just general comfort? i'd appreciate any practical advice, especially from people who were nervous about trying it at first.",1
synth::trad::0::0007::4,,synthpost::trad::0::0007::4,0,weed,"i've been dealing with a long fatigue spell and low-grade joint pain, and i'm trying to figure out whether any of it is medication related or just part of this whole autoimmune mess. one friend suggested weed for evenings, but i don't know what form makes sense if i'm only trying to relax and maybe sleep a little better. i don't smoke, so edibles or tinctures would be the only options i'd consider. if anyone has gone this route while on biologics, did you run into problems or find it helpful at all?",1
synth::trad::0::0008::0,,synthpost::trad::0::0008::0,0,cbd,"Does anyone with sjogren's use cbd at night for dryness-related discomfort and sleep? I’m on hydroxychloroquine and pilocarpine, and lately the pain in my hands has been making it hard to rest. I’m not looking for miracles, just wondering if a low dose cbd tincture has been worth trying or if it mostly just made people sleepy.",1
synth::trad::0::0008::1,,synthpost::trad::0::0008::1,0,medical marijuana,"Hi all, I have ankylosing spondylitis and I’m trying to figure out whether medical marijuana is even something worth bringing up with my rheumatologist. My biggest issues are morning stiffness, muscle spasms, and not sleeping through the night. If anyone has used it alongside biologics, what was the conversation with your doctor like?",1
synth::trad::0::0008::2,,synthpost::trad::0::0008::2,0,cannabis,"quick question for people with lupus: has cannabis affected your stomach issues at all? i’ve been having a lot of nausea on flare days and my usual meds only help a little. i’m not trying to replace anything, just curious whether it helped with appetite or made anyone feel worse.",1
synth::trad::0::0008::3,,synthpost::trad::0::0008::3,0,thc,"I’ve got RA and was thinking about trying a topical with thc for my wrists and knees. The pain is manageable during the day but gets annoying once I sit down at night. Anyone had luck with creams or balms, or is it usually too mild to notice much? Just trying to get a sense before I spend money on it.",1
synth::trad::0::0008::4,,synthpost::trad::0::0008::4,0,weed,"Been dealing with psoriatic arthritis for a while and I keep seeing mixed opinions about weed for inflammation and sleep. I already take methotrexate and folic acid, and I’m not asking for medical advice, just real-world experiences. Did it help anyone with getting through the bad flare weeks, or was it basically the same as taking an edible for relaxation?",1
synth::trad::0::0009::0,,synthpost::trad::0::0009::0,0,cbd,"hi everyone, quick question for people with ra or lupus: has anyone here used cbd cream on hands or wrists for morning stiffness? i’m on methotrexate and naproxen, but the tightness in my fingers has been getting annoying lately. i’m not looking for a miracle, just wondering if it helped a little, or if it was basically no different than lotion. also curious if anyone noticed any weird reaction with their meds.",1
synth::trad::0::0009::1,,synthpost::trad::0::0009::1,0,cannabis,"does anyone have experience using cannabis alongside biologics? i have psoriatic arthritis and my rheumatologist is fine with me asking about it, but i’m trying to figure out whether it’s actually useful for sleep and muscle aches or just makes me tired for no reason. if you’ve tried it, did you notice any change in pain the next day? i’m mostly interested in real-world experiences, not ads or articles.",1
synth::trad::0::0009::2,,synthpost::trad::0::0009::2,0,medical marijuana,"i was recently approved for medical marijuana for chronic joint pain, and i’m a little overwhelmed by all the options. there are tinctures, gummies, vapes, and different ratios everywhere, and i honestly don’t know where to start. my biggest issue is night pain from ankylosing spondylitis, plus stiffness when i wake up. if anyone found a beginner-friendly route that didn’t mess with their stomach or make them too groggy, i’d appreciate hearing about it.",1
synth::trad::0::0009::3,,synthpost::trad::0::0009::3,0,thc,"has anyone here with sjogren’s tried a low dose thc edible for sleep? i’m not asking for dosing advice, just wondering whether it actually helped you get through the night without waking up from pain or dry-mouth discomfort. i already take hydroxychloroquine and use a humidifier, but some nights are still rough. any general experiences would be helpful, especially if you found it more useful for rest than for pain.",1
synth::trad::0::0009::4,,synthpost::trad::0::0009::4,0,weed,"random question for the group: do you feel like weed affects your fatigue differently when your flare is active versus when things are calm? i have mixed connective tissue disease and sometimes my usual routine works fine, other times my body feels completely wiped out even without much pain. i’m trying to keep track of what helps and what doesn’t, since it’s hard to tell whether it’s the disease, meds, or just a bad week. anyone else keep notes like that?",1
synth::trad::0::0010::0,,synthpost::trad::0::0010::0,0,cbd,"hi everyone, i’m newly diagnosed with sjogren’s and trying to figure out what actually helps on the bad fatigue days. my rheumatologist said to keep a symptom log before changing anything, but i’ve seen a few people mention cbd for sleep and joint discomfort. has anyone here tracked whether it made a noticeable difference for dry mouth, pain, or just resting better? i’m not looking for a miracle, just trying to understand what other patients have found useful.",1
synth::trad::0::0010::1,,synthpost::trad::0::0010::1,0,medical marijuana,"does anyone have experience using medical marijuana alongside methotrexate or hydroxychloroquine? i have ra and my biggest issue right now is evening stiffness and not sleeping well after flare days. i’m not asking for medical advice, just wondering what people’s doctors said about interactions, dosing, or whether certain forms were easier to tolerate than others. if you tried it and it did nothing, that’s useful to know too.",1
synth::trad::0::0010::2,,synthpost::trad::0::0010::2,0,thc,"i’m dealing with lupus and fibromyalgia, and lately the thing that’s bothering me most is waking up every few hours from pain. my pain clinic brought up topical options and also low-dose thc products, but i haven’t used anything like that before. i’m mainly curious about whether people found the thc part too activating at night or if it helped them settle down. any experiences with gummies, oils, or capsules would be appreciated.",1
synth::trad::0::0010::3,,synthpost::trad::0::0010::3,0,cannabis,"just wanted to ask a general question for folks with autoimmune arthritis: has cannabis changed how you manage flares, or is it mostly just another tool in the toolbox? i’ve read a lot of mixed comments and it’s hard to tell what’s from actual symptom relief versus side effects or just getting through the day a little easier. i’m in the process of trying different approaches for pain and appetite, so i’d be interested in hearing what your routine looks like.",1
synth::trad::0::0010::4,,synthpost::trad::0::0010::4,0,weed,"my doctor suggested i keep an open mind about different options for sleep and pain while we wait to see if my next biologic kicks in. i’ve never been a regular user, but i’ve seen a few posts about weed helping people with morning stiffness and nausea from meds. if anyone has tried it for psoriatic arthritis, did you notice anything specific in terms of sleep quality or morning function? even short answers would help me get a sense of whether it’s worth discussing at my next appointment.",1
synth::trad::0::0011::0,,synthpost::trad::0::0011::0,0,cbd,"has anyone tried a cbd topical for hand or wrist pain? my rheumatologist is adjusting my meds right now and i'm trying to figure out what helps on the bad days between appointments. i don't want anything that makes me feel out of it, just something that might take the edge off the stiffness. curious if it helped anyone with swelling or if it was basically useless.",1
synth::trad::0::0011::1,,synthpost::trad::0::0011::1,0,medical marijuana,"hi all, i have ra and i've been reading a lot about medical marijuana lately because my current treatment plan still leaves me with a lot of nighttime pain. i'm not looking to replace anything on my own, just wondering what other people have experienced before i bring it up at my next visit. did your doctor seem open to it, and was it actually helpful for sleep or pain?",1
synth::trad::0::0011::2,,synthpost::trad::0::0011::2,0,thc,"random question for the lupus folks here: has anyone used a low dose thc tincture for nausea or appetite issues? i get pretty sensitive to meds in general, so i'm trying to gather a few real-life experiences before i spend the money. if you tried it, did you notice much difference, or was cbd enough for you instead?",1
synth::trad::0::0011::3,,synthpost::trad::0::0011::3,0,weed,"i have ankylosing spondylitis and i've been seeing mixed info about whether weed is okay when your chest/ribs are flaring. my pain is usually worse at night and i'm just trying to find something that doesn't upset my stomach like some of the other stuff i take. if you have used it, did you notice any effect on stiffness or sleep quality?",1
synth::trad::0::0011::4,,synthpost::trad::0::0011::4,0,cannabis,"does anyone here with sjogren's use cannabis in any form for dry mouth, pain, or sleep? i know the dry mouth part sounds backwards, but i'm mostly asking about how people manage that side effect if they try it. i'm still figuring out what works and what doesn't, so any honest experiences would be appreciated.",1
synth::trad::0::0012::0,,synthpost::trad::0::0012::0,0,cbd,"hey all, quick question for people with sjogren's or ra: has anyone tried cbd gummies for dryness-related discomfort or general aches? i'm on hydroxychloroquine and naproxen right now and i'm trying to figure out whether it’s worth bringing up with my rheumatologist. not looking for a miracle, just wondering what forms people prefer and whether there were any side effects like extra fatigue or stomach issues.",1
synth::trad::0::0012::1,,synthpost::trad::0::0012::1,0,weed,"i was diagnosed with psoriatic arthritis last year and i’m still trying to get a handle on what helps vs what just makes me sleepy. a friend mentioned weed for nighttime pain and stiffness, but i don’t really know where to start with dosing or whether it could mess with my methotrexate routine. if anyone has tried it in an arthritis context, what was your experience like?",1
synth::trad::0::0012::2,,synthpost::trad::0::0012::2,0,marijuana,"does anyone here use marijuana for sleep when their pain is acting up? i’m dealing with mixed connective tissue disease and lately the combination of muscle pain and waking up every few hours has been rough. my doctor is okay with me asking about it, but i’d like to hear from people who’ve actually tried it, especially if you use edibles instead of smoking.",1
synth::trad::0::0012::3,,synthpost::trad::0::0012::3,0,medical marijuana,"hi, i have ankylosing spondylitis and my mornings have been getting harder again, even though my labs are pretty stable. a coworker suggested medical marijuana and said some dispensaries have products aimed more at inflammation than just relaxation. is there any reason to be cautious with biologics, or should this just be a conversation for my rheum and pharmacist? just trying to gather some real-world thoughts.",1
synth::trad::0::0012::4,,synthpost::trad::0::0012::4,0,thc,"new to all of this and still sorting through options for chronic pain from lupus. i’ve seen people mention low-dose thc tinctures, but i’m not sure whether that’s something people use during the day or only at night. if anyone has experience comparing thc to cbd alone, i’d appreciate hearing how it affected brain fog, nausea, or just functioning in general.",1
synth::trad::0::0013::0,,synthpost::trad::0::0013::0,0,cbd,"hi everyone, i was dx with seropositive ra last year and i've been trying to sort out what helps on days when my hands are stiff in the morning. my rheum suggested keeping a symptom log while we adjust meds, and a friend mentioned cbd capsules for sleep and soreness. i'm not looking for a miracle, just wondering if anyone here has added cbd to their routine and noticed anything worth mentioning. did it help with rest or just make you feel relaxed? thanks in advance.",1
synth::trad::0::0013::1,,synthpost::trad::0::0013::1,0,marijuana,"has anyone with psoriatic arthritis had issues getting through mtx side effects? the fatigue and nausea are manageable most weeks, but every so often i feel wiped out for two days after my dose. i've tried the usual things like taking it at night, hydrating, and eating first. a couple people in my support group brought up marijuana for the nausea, so i was curious whether any of you have tried it and if it changed anything for you. not asking for medical advice, just personal experiences.",1
synth::trad::0::0013::2,,synthpost::trad::0::0013::2,0,weed,"random question for the group: does weed seem to affect your joint pain differently during a flare versus when things are calmer? i have axspa and some nights the pain is mostly in my lower back, other days it feels like every tendon is angry. i've seen mixed comments online and wanted to hear from people who actually live with this stuff. if you use it, do you prefer evenings only, or does timing matter at all?",1
synth::trad::0::0013::3,,synthpost::trad::0::0013::3,0,medical marijuana,"i'm in the process of getting paperwork together for a medical marijuana card and wanted to ask if anyone with lupus has gone that route. my main issue right now is the combo of poor appetite, not sleeping well, and general pain that keeps waking me up. my doctor is okay with me exploring options, but i'm trying to understand whether people tend to use it more for sleep, appetite, or pain control. any real-world experiences would help me think it through.",1
synth::trad::0::0013::4,,synthpost::trad::0::0013::4,0,thc,"does anyone know if low-dose thc products interact badly with biologics or prednisone? i'm on humira for ra and my inflammation is better, but i still get occasional bad evenings where the stiffness and anxiety about the next day are both annoying. i'm not planning to change anything without checking first, i just wanted to see what others have been told or what has been safe for them. even general experiences with tinctures would be helpful.",1
synth::trad::0::0014::0,,synthpost::trad::0::0014::0,0,cbd,"hi everyone, i have psoriatic arthritis and have been dealing with a lot more hand stiffness lately, especially in the mornings. my rheumatologist is adjusting my meds, but in the meantime i’m trying to figure out what actually helps me get through the day. has anyone here tried cbd gummies or tinctures for stiffness or sleep? if so, did you notice anything at all, or was it basically a waste of money? i’m mostly just looking for real experiences before i buy anything.",1
synth::trad::0::0014::1,,synthpost::trad::0::0014::1,0,cannabis,"diagnosed with lupus last year and still learning what helps during flares. heat packs, rest, and prescription meds only go so far, and my appetite gets weird when i’m hurting a lot. i’ve seen people mention cannabis in a few support groups, but i don’t know if that means smoking, edibles, or something topical. does anyone use it for nausea or pain, and if yes, what form seems easiest to tolerate? just trying to gather info before i bring it up with my doctor.",1
synth::trad::0::0014::2,,synthpost::trad::0::0014::2,0,thc,"anyone have experience with thc lotion for joint pain? i picked up a small jar from a dispensary because my wrists and fingers have been really angry lately, especially after typing all day. i’m not expecting miracles, just wondering whether topicals actually do anything or if the effect is mostly from massage and time. if it matters, i have ra and am on methotrexate. curious what others have noticed, good or bad.",1
synth::trad::0::0014::3,,synthpost::trad::0::0014::3,0,weed,"i’m a 29yo with ankylosing spondylitis and i’ve been trying to make sense of all the random advice people give me. one friend swears weed helped her back pain, another says it only made her tired, and i’m honestly just confused. i’m not asking for medical advice, more like: what have people here actually found useful for pain, sleep, or muscle spasms? even if it didn’t work, i’d love to hear about that too so i’m not just guessing.",1
synth::trad::0::0014::4,,synthpost::trad::0::0014::4,0,medical marijuana,"hello, i’m newly diagnosed with sjogren’s and still figuring out symptom management. dry mouth has been the worst part for me, but i also have a lot of fatigue and joint aches that seem to come and go. my state recently expanded medical marijuana access and i’m considering whether it’s worth discussing with my doctor. has anyone used medical marijuana mainly for sleep or general discomfort rather than severe pain? i’d appreciate any experiences, especially if you’ve had to balance it with other meds.",1
synth::trad::0::0015::0,,synthpost::trad::0::0015::0,0,cbd,"has anyone here with ra tried cbd oil for sleep or muscle tension while on methotrexate? i’m not asking for miracle results, just trying to figure out if it’s something people use alongside their meds without problems. my main issue is waking up stiff and then feeling like i never fully slept, so i’m looking at options before i ask my rheum next visit. if you used cbd, did you notice any difference in morning symptoms or just in getting to sleep? any input appreciated.",1
synth::trad::0::0015::1,,synthpost::trad::0::0015::1,0,cannabis,"i have a question for people with lupus / sjogren’s who also use cannabis. i’ve been dealing with pain, nausea, and a lot of medication fatigue lately, and my doctor mentioned that some patients ask about it, but didn’t really give me much detail. i’m not looking for medical advice, just wondering what the practical side is like with dosing, timing, and whether it tends to make brain fog worse for you. if anyone has experience balancing it with hydroxychloroquine or prednisone, i’d be interested in hearing how it went.",1
synth::trad::0::0015::2,,synthpost::trad::0::0015::2,0,thc,"newly diagnosed with ankylosing spondylitis and trying to sort out what actually helps versus what just makes me feel temporarily distracted from the pain. a friend suggested thc gummies for evenings when my back is locked up, but i’m a little hesitant because i still have to function the next day and i’m already dealing with fatigue. has anyone found a low dose that helps with sleep but doesn’t leave you groggy in the morning? i’m mostly trying to compare experiences before bringing it up with my doctor.",1
synth::trad::0::0015::3,,synthpost::trad::0::0015::3,0,weed,"just wanted to ask if anyone else’s weed use changed after starting biologics. i’m on humira now and overall things are going okay, but i’ve noticed my appetite and sleep are still pretty inconsistent. i used to use weed occasionally before my diagnosis, nothing heavy, and i’m trying to understand whether people here had to stop completely or just adjust timing and amount. not expecting a perfect answer, just curious what others were told by their rheumatologists and what worked in real life.",1
